,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
638,8,30,3,2,5,10,3,5,15,15,3,10
1233,15,30,1,5,5,15,1,2,15,15,3,2
40,3,10,1,2,8,20,5,5,7,15,3,5
3246,15,20,3,10,5,20,1,10,20,15,3,10
968,15,30,5,2,12,15,1,5,15,25,3,2
2612,8,30,5,5,8,15,5,2,20,10,5,2
1162,3,20,1,5,8,20,5,2,7,15,5,10
2132,3,10,3,5,5,20,1,10,20,15,1,10
3425,3,30,3,5,12,15,5,10,15,10,1,2
1440,3,20,1,10,12,15,3,10,15,15,5,5
1266,3,10,1,2,12,15,3,10,7,15,3,10
1526,8,20,5,5,5,20,1,2,7,10,3,5
423,3,30,5,2,5,20,3,10,7,15,1,2
2269,15,30,1,5,5,20,1,10,7,10,5,5
4948,3,30,3,5,8,15,1,2,7,15,5,5
2651,15,20,5,5,5,15,1,2,15,10,5,2
368,3,20,1,5,12,20,3,10,15,10,3,2
4722,8,10,1,5,12,20,3,5,20,15,3,5
1295,8,10,5,5,5,15,1,10,7,15,3,10
1192,3,10,5,2,8,10,5,10,20,15,5,10
1730,8,20,3,5,5,20,3,10,15,25,5,10
4258,3,20,3,2,8,20,3,2,20,10,1,10
4477,15,30,3,5,8,15,1,10,15,15,3,5
4594,8,20,3,10,12,10,1,10,15,10,5,10
3785,15,30,1,5,8,20,1,10,7,25,5,10
682,8,10,5,2,12,20,5,5,15,15,1,5
2836,15,10,3,10,12,10,5,2,20,10,1,5
3910,15,20,5,10,12,20,5,2,7,10,5,2
2324,3,20,3,10,5,10,1,10,15,10,5,10
744,15,20,5,2,8,10,1,10,15,10,1,10
29,15,20,5,2,12,20,3,5,7,10,5,10
1160,3,30,3,10,8,10,5,10,7,15,3,10
28,3,20,1,2,5,10,1,10,20,25,3,5
3167,8,30,3,5,5,20,1,2,15,25,5,2
4182,3,20,3,10,8,15,1,10,15,25,3,5
1860,15,20,1,2,12,20,1,10,20,25,1,5
4914,3,10,3,2,12,10,1,10,20,15,1,10
4495,8,20,1,2,8,10,3,5,15,10,5,10
4061,8,20,1,10,12,10,1,2,7,15,1,2
930,8,30,3,10,8,10,5,10,20,25,3,5
248,15,20,3,5,5,15,5,2,20,15,3,5
1400,8,20,1,5,8,15,1,2,7,10,3,10
3314,8,20,3,5,5,20,3,10,15,25,3,10
2376,3,10,1,2,8,10,3,10,20,10,1,5
4570,3,20,1,2,8,15,3,2,7,25,3,2
3042,15,30,1,5,8,15,5,10,7,15,5,2
2212,8,20,3,5,12,15,3,5,20,25,5,10
4642,15,20,3,10,8,20,5,2,20,25,1,10
494,15,10,3,5,5,20,1,2,7,15,5,5
2208,8,20,3,10,8,10,5,2,7,10,1,5
4557,8,20,5,5,8,10,5,2,15,10,1,5
3178,15,20,5,5,8,20,5,10,15,10,5,5
3554,15,10,1,5,8,20,5,10,20,10,5,2
4215,15,10,1,10,12,15,3,5,7,25,5,10
2731,8,30,3,5,12,15,1,2,7,25,1,10
170,3,30,1,2,5,15,5,10,7,15,5,10
3079,8,30,3,5,12,10,5,5,15,10,5,5
4933,15,20,3,10,8,10,3,10,15,10,3,5
2772,3,30,5,5,12,10,1,2,7,15,5,10
3312,3,20,1,10,8,15,1,2,15,10,3,5
3636,3,20,3,2,5,20,5,5,7,15,1,2
881,8,30,1,5,8,20,1,10,20,15,3,2
1189,8,30,3,2,12,20,5,2,20,15,1,2
4463,3,10,5,10,5,20,5,10,7,25,3,2
2144,8,30,5,2,5,20,1,5,15,15,3,5
392,15,30,1,2,12,15,5,10,7,25,3,5
3179,8,30,1,2,12,10,3,10,15,25,1,2
1930,3,30,1,10,12,10,3,10,20,10,3,2
1856,15,20,1,2,8,10,5,10,20,25,5,10
1912,3,20,3,5,5,15,5,5,7,10,3,2
1239,15,20,1,5,8,10,1,10,15,25,1,2
1794,15,30,3,2,12,10,3,10,15,25,5,10
2524,3,20,3,2,5,15,1,2,20,10,3,5
4082,8,10,5,2,5,20,5,2,15,25,5,10
3574,3,30,1,5,5,20,3,2,20,10,3,5
737,3,20,5,5,8,20,5,5,15,25,1,5
2053,3,30,5,2,12,10,1,10,7,10,3,2
4195,8,10,5,5,8,10,1,10,7,15,5,2
885,15,10,1,10,8,20,5,5,15,10,5,2
4733,15,10,1,10,8,20,5,2,20,15,3,2
4834,3,20,5,10,8,15,5,5,20,25,5,2
4567,8,30,3,5,12,10,5,10,20,15,1,5
4838,3,10,1,2,5,10,3,10,7,10,3,10
1056,3,30,3,2,8,20,5,10,7,10,5,2
3743,15,20,5,10,8,10,3,2,20,10,3,10
758,15,10,5,5,8,10,5,10,15,25,3,5
4036,15,30,3,2,12,10,5,5,7,15,1,2
1792,15,10,1,5,8,15,3,10,7,15,5,5
1509,15,20,5,5,12,20,1,10,15,25,1,2
4179,3,10,5,10,5,15,3,2,15,25,3,2
1134,8,20,1,5,12,20,5,2,20,15,5,10
1247,8,30,1,2,5,20,3,10,7,25,5,5
33,3,10,1,5,12,15,3,5,7,15,1,5
3082,15,10,5,10,5,15,5,5,7,10,5,2
2321,8,30,1,5,5,10,5,2,15,10,3,5
4561,8,10,5,2,8,10,5,10,7,10,5,2
4247,8,30,3,2,12,20,3,2,7,15,5,5
4066,15,30,5,5,5,10,1,2,15,25,5,5
2082,3,30,3,2,8,20,1,10,20,15,5,10
4546,3,20,3,2,8,20,3,10,7,25,3,10
4991,15,20,3,2,12,10,5,10,20,25,1,2
2993,8,10,3,5,12,10,3,2,7,10,3,5
4839,8,20,5,10,12,10,3,10,7,15,1,5
4938,15,30,5,2,8,20,1,2,7,25,3,2
4754,3,20,5,10,12,20,5,5,15,25,3,2
809,3,30,5,5,12,20,1,10,7,25,1,10
1843,3,20,5,10,5,20,5,5,15,25,1,2
1238,15,10,5,5,12,15,5,10,20,15,1,10
185,3,10,3,2,12,15,3,5,20,25,1,2
1835,15,30,5,5,8,20,3,5,20,15,1,5
4512,8,30,3,10,5,10,3,2,15,10,1,5
1205,15,30,1,10,8,10,1,5,7,15,5,2
3305,15,10,3,5,5,10,1,2,7,10,3,5
2771,3,30,3,10,8,15,3,5,20,10,3,10
2856,3,20,3,5,8,20,3,2,15,25,3,2
2168,8,10,3,5,5,15,3,2,20,25,1,2
1971,3,10,1,2,12,20,3,5,7,15,3,5
1224,15,30,5,10,8,20,1,5,15,25,1,5
1985,3,20,1,10,12,20,3,5,20,25,5,10
292,15,10,3,5,8,20,5,10,7,15,5,10
1228,15,10,5,2,5,20,5,2,15,10,1,10
4441,8,10,1,5,12,20,3,2,20,15,3,5
2047,8,30,5,2,8,10,5,2,7,10,3,10
825,8,10,1,10,8,20,1,10,20,15,5,5
3732,8,30,1,2,12,15,3,2,15,10,1,5
2312,3,10,1,5,5,15,1,5,20,25,1,2
3798,3,10,3,5,12,10,5,2,20,10,5,10
3396,15,30,5,5,8,10,1,10,7,10,3,5
3818,15,30,1,5,8,20,5,10,7,10,3,5
827,3,30,5,5,8,15,1,10,20,10,1,5
1935,3,20,3,5,5,10,1,5,20,15,3,10
339,15,30,3,2,5,10,1,10,15,15,1,10
3104,15,30,3,5,5,10,1,5,15,25,1,5
3986,3,30,3,2,12,20,5,5,20,15,1,2
3135,15,30,3,2,8,15,3,10,20,15,3,2
4724,8,30,5,10,8,10,1,2,15,10,3,5
330,15,10,5,10,12,10,5,2,15,10,5,5
3428,15,20,1,5,5,20,5,10,15,25,3,2
4065,3,10,5,10,12,10,3,2,20,10,5,10
4578,3,10,5,2,5,20,3,2,20,25,3,5
89,15,10,5,2,5,10,1,10,20,15,5,5
1132,3,10,5,10,12,10,3,10,15,10,3,2
4919,3,10,3,5,12,10,3,10,15,25,5,2
568,15,30,1,2,8,10,3,5,20,25,3,10
1549,8,20,5,5,8,20,1,2,15,10,3,2
3594,8,10,1,5,12,15,1,2,15,25,5,10
4816,15,30,5,5,8,10,5,2,20,15,3,2
2925,15,30,3,5,8,20,5,5,20,15,3,5
3799,15,10,5,2,8,10,3,5,7,15,1,2
1315,3,20,1,5,5,20,5,5,15,10,5,5
3885,8,20,5,10,8,20,5,10,15,10,5,10
1850,15,30,5,5,5,10,3,2,15,10,5,10
3143,8,30,3,5,12,15,3,5,15,25,5,5
1725,15,30,5,2,8,10,5,5,7,15,5,10
3893,15,10,5,2,8,10,3,2,20,15,5,2
1415,15,20,5,5,8,15,1,10,7,10,5,5
2791,3,20,5,2,8,10,3,5,20,25,5,10
3493,8,10,5,10,5,10,3,10,15,25,3,5
4774,15,30,3,5,12,15,3,10,7,15,1,5
4689,3,10,5,10,5,10,1,10,7,10,5,10
4681,15,10,5,5,5,20,3,10,7,15,5,10
4497,3,30,5,5,5,20,5,2,15,10,1,2
3288,15,10,5,10,12,15,5,2,15,25,5,2
4576,8,30,3,5,5,15,3,5,15,10,1,5
844,15,30,3,2,5,20,5,5,20,10,3,5
150,15,30,3,2,12,20,5,10,7,10,1,2
783,3,10,3,2,5,10,3,5,20,10,1,10
2043,15,10,3,5,5,20,3,5,7,15,5,10
3983,3,20,5,2,12,15,1,2,7,10,5,2
4713,8,10,1,2,5,15,1,5,20,25,5,2
2198,3,20,1,2,5,20,5,5,20,25,1,5
1499,3,10,3,5,12,15,3,10,20,15,1,2
3354,15,20,5,10,5,10,1,5,7,25,3,2
2951,8,20,1,10,8,20,5,2,7,25,3,10
2473,3,30,1,2,12,10,5,2,7,15,5,2
3994,3,30,3,10,5,20,5,10,7,15,3,2
2472,15,30,5,10,8,10,1,10,7,25,5,5
1754,3,30,1,10,5,15,5,10,15,15,1,10
3746,3,20,5,10,12,20,1,5,20,15,3,5
3110,15,10,1,5,8,10,1,5,20,25,3,5
1479,15,30,3,10,12,15,1,5,7,10,1,10
405,3,10,1,10,12,20,3,5,15,25,3,5
2339,8,30,5,10,12,20,1,2,20,10,1,10
3044,3,20,1,10,8,15,5,5,7,15,3,5
1538,8,30,3,5,12,20,3,5,20,10,3,10
2888,15,20,3,5,12,20,1,10,20,15,5,5
2031,3,30,1,2,8,20,5,2,15,10,3,2
3389,8,30,5,2,5,20,1,2,15,25,5,10
320,8,30,1,10,8,20,1,10,7,15,5,5
2434,8,10,3,2,5,10,5,2,15,10,1,10
2659,3,10,1,5,5,10,5,5,20,25,3,5
349,8,20,1,5,5,20,5,10,7,25,1,10
3070,15,30,3,5,8,15,5,5,15,10,3,10
963,3,10,3,5,5,10,1,10,20,10,1,10
1287,3,10,3,2,5,10,1,5,7,10,1,5
4112,3,20,3,5,12,15,1,10,7,15,5,2
2022,8,30,5,5,8,10,3,5,7,15,1,2
598,15,30,5,2,12,20,5,5,20,15,3,5
1973,15,20,3,10,12,20,1,5,20,10,5,10
3816,8,30,5,2,5,20,5,2,20,25,5,5
3101,15,10,3,2,12,20,5,10,7,10,1,10
1471,8,30,1,5,8,15,3,10,20,25,3,5
4406,8,30,5,2,5,15,5,5,20,15,1,10
2578,15,10,1,10,8,20,3,5,15,25,5,2
1698,3,10,1,10,8,10,1,10,20,25,1,10
3656,15,20,1,2,5,20,5,2,7,10,3,5
2159,8,30,3,5,5,10,5,2,15,10,1,2
91,15,20,5,10,8,10,5,2,15,25,3,10
3235,8,30,5,10,8,15,3,10,15,25,1,5
247,15,30,3,10,8,10,3,10,20,10,1,10
245,8,30,3,2,5,15,3,2,7,15,1,2
3635,8,30,3,2,12,10,5,5,7,10,5,2
3317,8,10,3,10,8,20,3,5,15,25,1,10
3959,3,10,5,2,5,15,1,2,20,10,3,2
1571,15,30,3,10,5,20,1,10,7,10,5,10
3216,15,10,1,5,12,15,5,5,20,10,1,2
3291,3,10,5,2,12,20,5,2,7,15,5,2
50,3,20,1,2,8,20,5,10,15,25,1,5
718,15,10,1,5,5,20,3,10,20,10,3,5
1504,3,30,5,2,8,15,5,2,15,25,3,2
4313,8,10,3,5,12,15,3,10,20,25,3,10
2579,15,10,1,10,12,15,5,2,20,10,1,10
2708,15,10,5,5,5,10,3,10,20,15,5,2
4419,15,10,1,5,5,15,5,10,15,10,1,2
592,15,30,5,5,8,15,5,2,7,25,3,5
2546,3,10,1,2,5,10,5,2,15,25,3,2
4932,8,20,5,10,8,15,5,5,15,15,1,10
1312,15,20,5,10,12,10,5,5,7,10,3,5
4316,15,30,3,5,12,15,3,5,7,10,1,5
1371,8,20,3,10,8,10,3,5,20,10,1,10
4295,15,20,3,5,8,10,5,2,7,25,1,10
2432,8,20,5,10,8,10,1,5,15,15,1,5
1126,3,10,3,5,12,10,3,5,7,10,5,10
2475,8,30,1,10,12,15,5,5,20,15,1,5
3523,3,10,3,10,12,10,1,2,7,10,3,2
2237,3,20,3,2,12,15,5,10,7,25,1,2
2763,15,30,5,2,12,20,3,2,20,10,3,10
2784,3,10,5,10,12,15,3,2,15,15,3,10
4153,3,20,3,2,8,15,5,2,15,25,5,5
889,8,10,1,5,8,10,3,5,20,10,1,10
4161,3,10,5,2,12,15,1,5,7,10,5,2
2259,8,10,1,2,8,15,1,2,20,15,3,5
1590,3,10,1,10,8,15,5,10,7,10,5,10
3210,3,20,3,10,12,20,5,10,15,25,1,10
4472,8,30,1,5,5,20,5,2,20,25,5,2
976,3,20,3,5,8,15,5,5,15,15,3,2
199,8,30,1,10,8,15,5,5,7,15,1,5
4899,15,10,3,10,8,10,3,2,15,15,5,2
4,8,20,3,2,5,20,1,5,20,15,1,2
4092,3,10,3,2,8,15,1,10,20,10,1,5
2877,8,20,5,5,8,15,5,5,15,10,1,2
3923,8,30,1,5,5,15,3,2,20,15,5,5
548,8,30,5,5,8,15,1,2,7,25,3,5
3519,15,20,5,10,8,15,1,10,7,10,1,10
4821,15,10,3,2,5,10,1,2,7,25,5,2
3863,3,30,1,10,8,15,3,5,20,15,1,5
4460,3,10,3,2,5,15,1,10,20,25,3,5
4645,15,20,1,2,12,10,3,5,7,15,3,2
897,8,30,3,5,5,10,3,10,15,25,3,10
3540,3,20,5,5,8,15,1,2,7,15,3,2
3571,3,20,1,5,5,15,3,10,7,25,3,2
3418,3,10,3,10,8,20,1,5,20,10,5,5
2541,3,20,1,10,5,20,1,5,7,10,1,10
360,15,10,3,10,12,15,1,10,20,10,1,2
4303,8,30,3,5,8,20,1,10,15,15,3,5
2558,15,30,5,10,5,10,1,2,15,15,5,10
3440,8,30,5,2,12,20,5,5,20,25,1,2
2723,3,20,3,10,8,20,1,5,7,15,5,10
3514,8,20,3,2,8,15,1,10,20,15,5,10
3286,3,20,3,5,8,20,5,2,7,15,1,10
605,15,10,3,10,5,15,3,10,15,10,3,10
2129,15,20,3,10,12,20,1,10,15,15,1,2
3331,8,20,5,2,12,15,1,5,15,15,5,5
3961,3,20,1,2,12,15,5,2,7,15,5,2
676,15,30,3,2,5,20,1,2,7,10,5,5
1506,15,30,1,10,5,20,5,5,20,10,5,5
3920,8,30,5,5,5,10,3,2,20,15,5,5
1292,8,10,3,10,5,15,3,10,15,25,3,5
4976,3,20,1,5,12,15,3,10,15,25,5,5
2643,15,20,3,5,8,20,1,2,15,10,1,2
1141,15,30,5,10,5,10,3,2,7,15,3,10
296,3,30,3,10,8,15,1,5,20,25,1,5
2660,3,10,1,5,5,20,5,2,20,15,5,2
1768,15,10,1,2,8,15,3,5,20,10,3,10
3650,15,10,1,10,5,20,1,2,15,15,5,5
3781,3,10,1,10,8,10,3,10,15,15,1,2
4581,15,10,1,5,5,10,1,2,7,15,3,2
4684,15,20,1,2,5,15,5,5,7,10,1,2
4354,8,20,3,2,8,10,3,2,7,15,3,5
505,15,20,5,5,8,15,1,2,7,25,3,2
3008,8,20,5,10,8,15,3,10,7,15,3,5
346,3,10,3,2,12,15,5,2,20,25,5,5
3441,8,20,1,5,5,10,1,10,15,25,1,10
532,8,30,5,5,12,10,3,5,20,10,1,10
4704,8,10,5,2,8,10,1,5,7,25,1,10
2956,8,10,1,2,12,10,1,2,7,10,1,2
4293,3,10,3,5,8,20,1,10,7,25,5,2
3017,8,30,1,10,8,10,1,10,15,25,1,2
4970,15,10,5,5,12,15,5,10,7,10,3,5
4772,15,30,1,10,12,10,5,2,15,10,5,10
4035,8,20,5,2,5,15,5,2,7,25,3,5
4478,3,30,5,5,8,20,5,10,20,25,5,5
4091,8,10,5,2,5,20,1,5,7,15,1,2
356,8,20,5,5,5,20,5,2,7,15,3,5
664,15,10,3,2,5,20,3,2,20,10,1,5
4628,15,20,3,2,8,15,3,10,20,15,1,10
2959,15,10,5,10,12,15,5,10,15,15,3,2
2762,15,20,3,5,8,10,5,5,7,15,1,10
2423,15,10,1,2,8,15,1,10,7,25,3,2
4868,15,30,5,10,8,15,1,5,20,10,1,10
2010,8,20,3,5,5,10,3,10,20,25,3,5
4850,3,30,1,5,5,20,1,2,20,25,1,5
4550,15,30,1,10,12,15,3,5,15,10,5,2
3643,8,30,5,10,5,15,1,10,20,25,1,5
4260,3,30,5,2,12,20,5,10,20,15,5,5
2489,3,20,5,2,12,20,3,5,15,25,5,10
1357,8,30,5,10,12,20,3,10,15,15,5,10
461,8,10,3,10,8,15,1,10,20,10,5,5
3459,3,10,3,2,5,20,3,10,15,25,3,5
424,15,30,3,10,5,20,3,10,20,15,1,2
3576,3,20,5,2,8,20,3,5,7,25,3,10
894,8,10,1,2,5,20,1,5,7,25,3,5
3569,3,20,5,5,5,10,5,2,7,15,3,2
681,8,10,1,2,5,10,3,10,20,15,1,10
4336,15,10,5,10,5,10,1,10,20,15,3,10
4921,8,30,5,5,12,20,1,10,7,15,1,10
1872,8,20,3,10,12,15,5,2,20,10,1,2
1459,3,30,5,5,8,15,1,5,7,15,5,10
796,15,30,3,10,5,10,1,2,7,15,5,10
4304,15,30,3,2,5,15,3,10,7,15,3,10
1932,8,10,3,10,12,15,3,10,7,10,1,5
2278,3,30,1,2,12,15,5,10,15,25,3,2
4017,15,10,5,5,8,10,1,10,15,25,5,10
1408,8,20,1,2,8,20,1,10,15,10,5,5
2273,15,20,5,5,5,20,3,5,7,15,3,2
2854,15,10,1,10,5,10,1,5,7,10,3,5
3229,3,30,3,10,5,15,5,5,15,10,3,5
880,3,20,5,5,5,15,1,5,20,15,5,2
2561,8,10,3,5,12,15,3,2,15,10,5,2
4947,3,20,3,10,5,15,5,2,20,10,5,5
4418,15,20,3,10,12,15,5,10,15,25,5,10
1461,3,10,3,2,5,10,3,5,7,10,3,5
3145,15,30,5,10,12,10,5,2,20,25,1,10
2,3,10,1,5,8,10,1,5,15,25,1,5
1633,8,30,3,5,5,10,1,10,7,15,5,5
4798,3,20,3,2,5,15,3,10,20,15,1,2
1137,15,10,5,2,5,10,3,10,20,10,1,2
3968,8,20,1,10,8,20,1,10,20,15,1,2
3908,8,30,1,5,8,15,1,2,7,10,3,2
2459,15,10,5,10,5,10,1,2,20,15,3,2
47,3,30,5,5,5,20,5,5,7,15,1,10
408,15,10,1,10,12,10,1,2,15,15,3,2
2637,8,30,1,5,8,10,1,10,20,10,3,2
1343,3,10,1,2,12,10,1,5,20,15,5,2
3895,15,10,3,10,12,15,3,10,15,10,5,5
3258,3,20,5,5,5,10,3,2,7,10,1,10
1260,8,30,1,5,5,20,3,10,7,25,3,2
2425,15,10,5,5,8,15,1,2,15,10,5,2
4488,3,30,5,10,8,15,3,2,15,25,5,2
540,8,30,3,2,8,20,1,10,15,25,3,5
1253,15,10,5,10,12,20,1,10,7,25,1,2
2330,3,10,5,10,8,15,5,10,7,10,1,5
3324,8,30,1,5,5,10,3,5,7,15,3,2
3353,15,20,1,2,5,10,5,10,15,10,1,5
4010,8,10,5,10,8,20,5,5,15,15,3,10
1108,8,30,3,10,8,10,3,2,7,15,5,5
3264,3,30,3,10,8,10,5,2,20,10,5,2
407,15,20,1,5,12,15,3,2,7,25,1,10
3934,8,10,3,10,12,20,3,10,7,15,3,2
2750,3,20,5,5,8,15,3,5,15,10,3,5
1977,15,20,5,10,5,20,5,2,15,15,1,10
3884,8,10,5,10,12,10,3,10,7,10,3,5
1411,3,30,3,2,5,10,5,5,7,10,1,10
411,3,10,1,2,8,15,3,10,15,25,3,5
4826,3,10,5,5,12,20,5,10,7,10,3,10
4280,15,10,3,5,5,20,5,2,15,25,1,10
4240,8,30,5,10,8,10,1,2,20,15,5,5
1716,3,20,5,10,8,20,1,2,15,15,5,5
4960,15,20,3,5,5,15,3,5,15,25,3,5
1360,15,30,1,2,5,10,1,10,15,25,3,5
2264,3,10,5,10,5,20,3,5,7,25,3,10
2598,8,30,5,2,8,10,1,5,20,15,3,5
3790,8,30,3,10,5,20,5,2,15,10,3,5
1670,8,10,5,2,5,20,5,5,15,15,5,10
1597,3,30,1,10,8,10,5,5,15,15,3,2
4627,8,20,1,5,8,15,3,10,15,10,5,2
576,15,30,5,10,8,20,5,5,15,10,3,5
4409,3,10,1,2,12,20,5,5,7,25,3,2
2215,8,20,1,10,8,10,3,2,15,25,5,10
37,8,30,3,10,8,20,1,2,20,15,1,5
4840,15,30,1,5,12,10,5,2,20,15,1,10
1179,15,10,1,10,12,10,3,5,20,15,3,5
2265,3,30,1,2,12,20,1,5,7,15,1,2
2576,3,20,5,10,5,15,5,2,20,25,1,10
3875,15,30,1,5,5,15,1,2,7,15,1,5
1639,8,30,3,5,5,10,5,2,7,25,5,10
4616,8,20,3,2,12,10,1,10,7,10,3,10
1256,3,20,3,5,12,15,3,5,7,15,5,10
4985,3,10,5,10,12,15,5,5,20,15,5,5
179,15,30,1,2,8,10,3,5,20,15,1,5
3590,15,20,1,10,12,10,3,2,7,15,3,2
2000,15,30,3,10,12,20,5,2,7,25,5,2
1793,3,10,3,10,8,15,3,10,20,10,3,2
4946,15,10,1,5,5,20,3,10,15,25,3,5
1694,15,30,3,10,8,20,1,10,7,25,1,10
606,15,30,5,5,5,10,3,10,15,10,5,2
1177,8,20,5,10,5,10,3,2,15,25,3,2
1272,3,20,3,5,12,20,5,2,15,10,1,10
684,8,10,3,5,5,20,5,2,20,10,1,2
872,15,20,3,5,8,20,3,10,20,25,1,10
4361,3,20,5,10,5,20,3,10,7,10,3,5
3932,15,20,3,10,12,15,1,2,15,10,3,2
4335,3,30,1,2,12,15,3,10,15,25,1,5
1289,15,30,5,5,5,20,5,2,15,10,1,5
2351,3,30,1,5,5,10,1,5,15,15,3,10
2586,3,10,1,5,12,15,3,10,20,15,3,2
546,8,30,3,2,5,10,3,5,7,10,5,2
4287,8,30,3,2,5,20,5,10,15,25,1,5
4590,15,20,5,2,5,20,5,2,15,10,5,10
919,15,10,1,5,5,15,1,5,15,10,1,2
673,15,10,3,2,8,10,5,10,15,25,5,10
1067,8,10,3,10,5,15,1,10,7,25,5,2
651,15,10,5,10,12,20,3,10,7,25,5,2
1994,8,20,1,2,8,20,3,10,20,10,1,5
452,8,30,1,10,5,20,1,2,20,25,5,10
1642,8,10,1,2,8,10,5,5,20,25,3,10
4891,8,20,1,5,8,20,3,5,7,15,1,10
1778,3,10,5,5,12,20,5,10,20,10,1,5
4789,3,20,1,2,5,15,1,2,20,10,5,2
4600,3,10,3,5,12,20,3,5,7,25,5,2
581,15,20,1,5,8,15,1,2,15,10,5,2
2834,3,30,5,2,12,20,3,5,7,15,1,5
194,8,20,3,10,12,10,5,10,7,25,1,2
1158,3,20,1,5,12,10,5,10,15,25,1,5
2849,3,10,5,10,8,10,5,5,20,15,5,5
1890,8,30,5,10,5,15,3,5,15,15,1,10
4152,3,30,5,5,8,10,3,2,7,10,3,10
3166,8,20,5,2,8,15,5,10,7,25,3,10
4129,3,10,3,10,12,20,5,2,15,15,1,5
3598,15,10,3,10,5,15,5,2,20,10,3,10
153,3,30,5,10,8,20,1,2,15,25,1,10
2149,15,20,1,10,12,20,3,5,15,15,5,10
2247,15,10,3,5,5,20,1,2,15,15,5,5
3287,8,30,5,10,8,10,5,2,15,10,5,10
4294,3,20,1,5,5,20,3,2,15,15,3,10
2860,8,20,1,5,12,20,1,5,20,25,5,10
2150,8,30,3,10,8,15,1,10,7,15,3,2
790,15,20,5,2,12,10,1,5,15,10,1,5
475,8,30,1,10,5,20,3,5,15,10,3,5
972,15,10,5,2,12,20,3,10,7,15,3,10
3595,3,10,5,10,12,20,3,10,15,15,5,10
3259,8,20,5,2,8,20,5,5,7,25,5,5
3016,3,30,5,2,12,20,5,10,15,25,1,2
1798,8,10,3,5,8,15,5,5,15,25,5,5
2948,3,10,3,2,5,15,3,2,15,25,1,5
2792,8,20,1,5,8,10,1,2,15,10,3,2
1782,3,10,1,5,5,15,5,10,20,15,3,5
2335,3,20,1,2,5,20,5,10,7,25,5,10
652,3,20,3,5,5,20,1,2,15,10,1,10
674,15,10,5,2,12,20,1,2,15,15,1,5
2979,3,10,5,10,12,10,5,2,15,25,3,2
4842,3,30,3,2,8,20,5,10,7,10,5,10
685,8,10,1,10,8,20,1,5,7,10,5,10
4559,8,30,1,5,5,10,1,5,20,10,1,5
4256,15,10,1,10,5,10,1,5,20,10,1,5
4523,8,10,3,10,5,10,5,2,20,25,5,5
4696,3,20,1,5,8,20,3,5,20,25,3,5
4533,8,20,3,2,5,15,1,10,15,10,3,2
2575,8,10,3,5,8,10,5,2,15,10,5,10
982,3,10,5,10,5,20,5,5,15,15,5,10
2165,8,20,1,5,12,20,3,5,7,10,1,5
3546,3,30,1,5,5,10,3,5,7,10,3,5
1331,8,30,3,10,8,20,5,10,15,25,1,5
1844,3,20,3,5,12,15,5,2,15,10,5,2
1565,15,30,5,2,8,20,1,2,20,10,1,5
4560,8,30,5,5,8,15,1,10,15,15,5,2
3712,15,30,3,2,5,10,3,5,20,25,1,10
3323,3,30,1,10,12,15,5,10,20,10,5,2
3158,3,10,1,5,5,10,5,5,15,10,3,5
4555,15,20,1,10,8,10,5,2,7,10,1,5
1837,15,20,5,10,12,10,5,5,15,15,3,2
2601,3,30,5,2,5,10,5,5,15,15,1,10
3810,15,20,3,5,12,20,3,10,7,25,1,5
2755,8,30,5,10,12,10,5,5,7,25,3,2
765,15,30,1,10,5,20,5,2,20,15,1,2
4871,8,20,3,2,5,20,5,10,7,15,1,10
3997,15,30,3,2,12,10,3,10,7,10,1,5
3987,15,20,5,5,12,20,1,10,15,25,3,10
4878,8,20,1,2,8,10,3,10,20,15,1,5
54,8,20,5,2,12,15,5,10,15,15,5,5
1452,15,10,3,5,12,10,5,10,20,10,5,5
1285,8,30,1,10,12,20,3,5,7,25,5,2
621,15,20,3,2,8,15,5,10,20,15,3,2
3766,8,20,5,2,8,15,1,10,20,25,1,10
4095,8,10,5,10,8,20,5,5,20,10,1,5
2805,3,10,5,2,5,15,1,2,20,15,3,5
3273,15,20,1,10,8,15,1,2,20,25,3,10
4746,8,30,1,2,5,20,3,10,7,10,1,2
2958,8,10,5,5,12,15,3,10,15,10,3,10
1885,8,10,1,2,8,15,3,5,20,10,3,5
1611,8,10,5,2,5,15,3,10,15,15,3,2
3654,3,10,3,5,8,20,3,10,7,15,1,10
3112,3,20,5,2,5,15,3,10,7,10,3,2
4104,8,20,1,10,12,20,5,10,20,10,1,5
425,15,10,3,10,5,20,3,2,7,15,1,10
1185,8,30,3,5,8,20,5,5,15,25,3,10
1869,15,20,3,10,12,15,3,5,15,25,5,2
1113,3,20,3,10,12,15,5,5,15,15,5,2
755,3,20,1,10,8,15,3,10,7,25,1,10
242,8,10,1,5,12,15,3,10,7,10,3,5
4551,15,20,1,2,12,15,3,10,7,10,3,2
4615,3,20,5,5,8,10,3,2,15,15,5,5
3140,3,10,5,5,12,20,1,2,7,10,3,10
590,3,10,1,10,8,15,3,5,15,10,3,2
2638,3,20,1,2,12,15,1,2,7,25,3,5
2823,3,10,1,10,8,20,3,2,15,25,5,2
4444,8,10,5,10,8,10,5,5,7,10,5,10
1623,15,30,1,5,5,20,1,5,20,10,5,10
