,CS,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,Metro_cost,Metro_travel_time,Metro_Comfort,Metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2,Plane_cost,Plane_travel_time,Plane_Comfort,Plane_CO2
316,317,3,20,5,2,12,10,3,2,20,15,1,2,20,10,5,10
1626,1627,8,30,3,2,8,15,1,2,20,25,1,10,15,10,1,10
7621,7622,15,20,5,5,12,15,3,10,7,15,3,5,15,20,1,10
4409,4410,15,10,5,10,8,20,3,5,15,25,3,5,15,20,5,2
6460,6461,15,20,5,2,12,20,3,5,15,25,5,5,15,30,5,10
3427,3428,8,20,1,2,12,20,5,5,15,10,1,2,15,30,3,2
5103,5104,8,20,3,10,12,15,5,2,15,10,3,5,7,30,3,2
2311,2312,8,20,5,10,12,15,5,5,20,15,5,10,7,10,3,10
4632,4633,15,30,3,10,12,20,3,2,20,15,1,2,20,30,3,2
6107,6108,15,30,5,10,12,20,3,5,15,10,3,5,15,30,1,5
373,374,8,30,1,2,8,10,3,5,15,15,1,2,7,10,3,10
1802,1803,3,20,3,10,12,10,1,5,20,10,1,10,15,10,3,2
3909,3910,8,30,3,5,12,15,1,10,20,15,5,5,20,30,1,10
718,719,8,20,3,5,12,10,1,10,15,25,1,2,7,10,5,10
6112,6113,15,10,5,2,5,20,3,5,20,10,1,5,15,30,5,5
6084,6085,3,20,5,2,8,20,3,2,15,10,3,2,15,20,5,10
1442,1443,15,20,1,5,8,15,1,5,15,25,5,10,20,30,1,10
3340,3341,15,10,5,5,12,20,5,10,20,10,3,2,15,10,1,10
899,900,3,30,3,10,5,20,1,2,15,15,1,2,15,30,1,2
7590,7591,15,10,3,2,5,15,1,5,20,10,3,2,15,20,3,10
4337,4338,3,20,1,2,8,10,1,5,15,25,5,5,15,10,1,2
451,452,15,10,5,2,12,20,3,5,15,15,5,5,20,20,3,2
2084,2085,15,10,5,2,5,20,5,2,20,10,1,2,7,20,5,5
5788,5789,8,30,3,10,8,10,1,10,20,15,5,2,15,30,3,5
2966,2967,15,20,3,2,8,20,5,10,15,10,3,5,7,30,3,2
482,483,15,10,1,5,12,10,1,10,20,10,5,5,7,20,3,5
1875,1876,15,20,5,5,8,20,3,2,15,15,1,2,7,30,5,2
6459,6460,15,10,1,2,8,10,1,5,15,10,1,10,7,30,5,2
3275,3276,15,10,3,2,5,15,3,5,15,25,1,5,7,30,5,10
6434,6435,8,10,3,5,8,15,1,2,20,15,3,10,20,30,1,5
2890,2891,8,20,1,2,5,15,3,10,15,10,1,5,7,10,3,5
6457,6458,8,20,3,10,12,10,1,5,7,15,1,5,20,20,3,2
7465,7466,8,10,3,2,8,10,1,10,20,15,1,2,7,30,3,10
1130,1131,3,20,5,2,8,10,3,5,15,15,5,2,20,10,3,10
3460,3461,3,20,5,10,8,15,5,10,7,15,3,5,15,20,3,5
619,620,15,10,5,5,8,10,5,5,7,15,1,10,20,20,5,10
5267,5268,15,20,3,5,8,10,3,10,20,25,5,10,15,30,3,2
1537,1538,3,10,5,10,8,20,1,10,7,15,1,10,20,30,1,10
1194,1195,3,30,3,2,8,15,1,10,7,10,5,10,7,20,1,10
6145,6146,15,20,1,2,5,15,3,2,20,15,5,10,20,30,1,10
2474,2475,3,20,3,5,12,15,1,5,20,25,3,2,7,30,5,2
993,994,15,30,5,10,12,10,1,2,20,10,5,5,7,10,1,2
6657,6658,8,10,3,10,12,10,3,2,20,25,5,10,7,10,3,2
4448,4449,15,10,1,2,8,15,5,2,7,25,1,5,15,10,1,10
1984,1985,3,10,3,2,8,20,5,5,15,25,1,5,7,30,1,5
3728,3729,8,30,1,5,12,10,3,5,15,25,3,2,20,10,5,10
2030,2031,15,30,3,2,12,10,3,5,15,10,1,2,20,10,1,2
2650,2651,8,20,3,2,8,20,3,5,20,10,3,10,15,10,1,2
4841,4842,15,20,5,2,5,20,3,2,15,25,3,2,20,10,3,5
5534,5535,3,30,3,2,5,10,3,5,20,25,5,2,7,20,5,2
692,693,3,20,3,2,8,15,3,10,7,15,1,10,15,30,1,10
644,645,15,20,5,5,5,20,5,10,15,15,5,10,20,30,3,10
3711,3712,3,30,1,5,12,15,3,5,7,25,3,2,20,20,5,5
5692,5693,3,20,5,2,5,10,5,5,7,10,3,2,20,30,5,2
6878,6879,8,10,3,10,8,10,1,5,20,25,3,5,7,10,3,5
4018,4019,8,10,5,10,5,20,5,2,20,10,3,2,15,10,1,5
5374,5375,3,20,3,2,5,10,1,2,7,10,3,5,7,20,3,10
5889,5890,8,20,1,10,8,10,3,10,7,25,1,2,7,20,3,10
1871,1872,8,20,1,10,12,15,1,5,7,15,5,10,20,30,3,2
6867,6868,15,30,5,10,8,15,3,5,20,10,3,10,7,20,1,10
4801,4802,8,10,1,5,8,20,1,10,20,25,5,10,15,30,3,5
5151,5152,8,10,3,10,12,20,1,5,15,25,3,5,20,30,3,10
561,562,8,20,3,2,5,10,1,5,15,15,1,2,7,20,1,5
3061,3062,3,30,3,5,5,10,3,2,7,25,1,5,20,30,5,5
1939,1940,8,20,5,10,8,20,5,2,20,15,1,5,20,20,5,2
1388,1389,8,20,3,2,12,10,1,5,7,25,3,10,20,30,5,5
853,854,3,20,1,5,8,10,5,2,15,15,3,5,7,20,5,10
3500,3501,3,10,5,10,5,15,3,5,20,25,1,5,15,10,1,5
1917,1918,3,30,3,5,12,20,3,2,7,25,3,5,15,10,1,5
179,180,8,10,1,10,12,15,1,2,7,25,5,10,15,30,5,2
3871,3872,15,10,3,2,12,15,5,5,20,25,3,10,20,10,3,2
6335,6336,15,20,3,5,12,20,3,10,7,15,1,2,15,10,3,10
6265,6266,15,10,5,2,12,10,3,5,7,10,1,5,7,30,3,2
4182,4183,8,10,3,10,5,15,3,10,20,10,3,2,20,20,5,10
3718,3719,15,30,5,2,12,10,3,5,15,15,5,5,15,30,1,10
2546,2547,8,30,1,5,8,15,3,5,20,25,5,5,20,30,3,10
5450,5451,15,20,5,10,8,20,1,10,15,10,1,10,15,30,5,2
3942,3943,15,10,1,2,12,20,3,5,20,15,5,2,7,10,3,2
1305,1306,8,20,1,5,5,20,1,5,7,25,5,5,7,20,1,5
4053,4054,15,20,1,5,12,20,1,2,7,25,1,5,15,10,3,10
5086,5087,8,20,5,2,8,10,5,10,20,10,5,5,7,10,5,10
2252,2253,15,20,1,10,5,15,1,10,15,10,1,5,20,20,3,2
5296,5297,15,30,5,2,5,20,1,5,20,10,1,2,20,10,1,10
932,933,8,10,1,5,12,10,5,10,15,15,5,2,7,30,1,10
2356,2357,3,30,5,10,12,15,3,10,15,25,1,10,7,10,5,10
5750,5751,15,30,3,2,12,20,3,10,7,25,1,2,15,30,3,5
6671,6672,15,20,3,10,12,10,5,10,15,15,3,5,15,30,1,10
3546,3547,3,10,3,10,8,20,1,10,7,15,1,10,15,20,5,10
4914,4915,8,20,1,10,12,10,1,10,15,10,1,10,15,30,5,10
7078,7079,15,30,3,2,5,15,5,10,7,10,1,10,7,20,1,2
6002,6003,3,10,5,5,8,20,5,10,7,15,1,5,20,30,5,10
6311,6312,3,30,1,10,5,10,1,5,20,15,3,2,20,30,5,10
3611,3612,15,10,3,2,12,15,1,2,20,10,3,2,20,20,1,5
542,543,8,30,5,2,8,10,5,5,7,25,3,5,20,20,1,2
1515,1516,8,30,3,10,5,10,1,5,7,25,5,10,20,30,1,2
1652,1653,15,30,5,10,12,10,5,5,20,10,3,2,7,10,5,2
7169,7170,15,10,1,5,5,15,1,10,20,10,1,10,20,20,1,5
2336,2337,8,20,3,5,5,20,5,10,7,25,3,5,15,30,3,10
2596,2597,8,20,5,5,8,20,5,10,20,25,3,5,7,20,5,5
4990,4991,3,30,1,2,12,15,3,10,15,25,3,10,15,10,5,2
7229,7230,15,30,1,5,12,20,3,5,15,15,5,2,20,20,3,10
2694,2695,15,20,1,2,12,10,1,2,20,10,3,5,20,20,5,10
5077,5078,3,20,1,5,8,20,1,5,20,10,1,2,20,30,3,5
7286,7287,8,20,3,2,12,15,3,5,20,25,1,5,20,20,3,5
5074,5075,8,10,3,10,5,10,5,10,20,15,5,2,7,20,3,5
7348,7349,15,20,5,2,8,10,5,5,7,10,3,5,20,10,5,2
6766,6767,3,30,1,5,8,15,1,5,20,25,3,10,15,20,5,10
1960,1961,8,30,3,5,5,10,5,5,15,25,5,2,7,10,5,2
7188,7189,3,20,1,5,5,15,3,2,7,25,1,10,20,10,1,2
2060,2061,15,10,3,10,12,20,1,2,7,25,3,10,7,10,1,10
3052,3053,8,20,3,2,8,10,1,10,15,15,5,10,20,20,5,5
3662,3663,15,10,1,10,12,20,3,5,7,15,5,10,7,10,5,10
4109,4110,8,20,5,10,12,15,3,2,7,10,1,5,20,20,5,10
7264,7265,3,30,1,10,5,15,3,10,7,25,3,5,7,10,1,2
3968,3969,15,10,1,5,8,20,1,10,7,25,1,5,15,30,1,5
2919,2920,15,20,3,10,12,20,5,5,15,10,1,2,20,20,3,5
3564,3565,3,10,5,5,12,15,1,10,7,25,5,5,7,30,5,2
5214,5215,15,30,3,5,5,10,5,2,7,25,5,5,15,10,5,10
7439,7440,15,30,3,10,5,15,3,10,20,10,3,5,15,10,1,10
4262,4263,15,30,1,5,5,15,3,5,20,10,3,5,7,10,3,2
5085,5086,15,10,5,5,12,20,3,5,20,15,5,5,15,20,5,2
6549,6550,15,20,3,5,12,20,5,5,20,15,3,10,20,30,5,2
4396,4397,8,20,1,5,8,10,5,2,20,25,5,10,15,20,3,10
4753,4754,15,30,1,5,5,20,1,5,15,25,1,5,15,30,5,10
3706,3707,8,30,5,2,8,10,5,2,15,25,1,2,15,30,5,2
3767,3768,3,10,1,5,8,15,1,5,15,10,3,2,7,20,5,10
1525,1526,8,20,1,2,5,15,5,10,20,10,1,2,7,30,1,5
3135,3136,3,10,5,10,5,20,1,2,7,25,1,5,7,10,1,10
4386,4387,3,30,1,2,12,20,1,5,7,25,3,5,20,30,5,2
1575,1576,8,30,1,5,12,10,1,10,7,15,3,10,15,30,3,2
6659,6660,8,20,3,2,8,10,3,5,15,10,5,2,20,30,1,5
6074,6075,8,20,3,2,5,15,3,5,7,10,1,5,7,20,5,5
992,993,8,10,3,10,5,10,3,10,20,15,5,5,15,20,1,5
5301,5302,15,10,3,10,5,15,1,5,7,25,5,5,20,10,3,2
2835,2836,8,10,3,10,12,20,5,10,7,10,5,5,20,10,3,2
4173,4174,3,10,1,2,8,20,3,10,7,25,3,2,7,20,5,2
935,936,8,30,1,5,5,20,3,10,7,10,5,2,15,20,1,10
5624,5625,8,10,5,5,8,10,3,2,15,15,5,5,7,20,3,5
31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,6105,3,30,3,5,12,20,5,2,7,15,5,10,7,20,5,2
3202,3203,3,10,5,10,8,10,3,10,15,15,5,5,15,10,3,2
2285,2286,3,30,3,2,5,15,5,2,15,25,1,5,15,30,3,10
2798,2799,8,10,5,5,12,10,1,5,15,25,1,5,15,10,3,5
964,965,3,10,5,10,12,10,3,5,7,10,1,5,20,20,1,2
3702,3703,8,30,5,5,8,10,1,2,7,10,3,5,15,10,3,2
2924,2925,3,30,5,2,5,10,5,10,15,25,1,5,15,10,1,2
2993,2994,15,30,1,10,5,20,3,5,7,15,1,5,20,10,5,10
49,50,8,30,5,2,8,20,3,2,7,25,1,10,7,20,3,10
1745,1746,8,10,3,2,8,20,1,10,7,25,3,2,7,10,5,10
5019,5020,3,10,3,5,12,20,5,2,15,10,5,5,15,30,5,2
7459,7460,8,20,1,5,12,20,1,5,15,10,5,2,20,30,5,5
5285,5286,3,30,1,5,8,20,3,10,15,25,5,2,20,20,3,10
6770,6771,8,10,5,5,5,10,1,2,15,25,1,5,7,20,1,5
5771,5772,3,20,1,2,5,20,3,10,7,10,5,10,7,10,1,10
3082,3083,15,10,1,10,8,10,3,5,20,25,1,5,15,10,3,10
1389,1390,3,30,5,2,5,20,3,2,20,15,3,10,7,20,5,10
5551,5552,3,10,1,2,12,15,3,10,7,10,5,10,20,30,1,5
5620,5621,8,20,5,10,12,10,5,5,15,10,1,10,7,10,5,5
1930,1931,15,30,5,5,8,20,3,10,15,25,3,2,20,30,5,10
6522,6523,15,10,1,10,12,15,3,2,15,25,1,10,15,10,1,5
5535,5536,15,10,5,5,8,20,1,10,15,10,1,2,7,20,3,5
4827,4828,15,10,5,5,12,20,3,5,15,15,3,2,7,10,1,2
5573,5574,3,30,3,5,8,15,1,5,20,15,5,2,7,10,1,5
5813,5814,8,10,5,10,5,10,3,2,15,10,5,5,20,10,5,5
5406,5407,15,30,3,10,8,15,3,2,20,15,1,2,15,30,5,5
4197,4198,8,10,3,10,8,20,5,5,7,15,5,2,15,30,5,5
3199,3200,3,20,5,5,8,20,5,5,20,10,5,5,20,20,3,10
7142,7143,3,10,3,2,8,15,5,2,20,15,1,5,15,20,3,5
6612,6613,8,30,5,10,8,10,3,5,20,15,3,2,15,30,5,10
5193,5194,3,10,5,10,8,10,3,2,7,10,1,10,15,20,1,5
1271,1272,15,10,3,10,5,15,3,2,20,10,3,10,7,20,5,5
5106,5107,8,30,3,10,12,10,5,10,20,15,3,5,7,10,3,2
5524,5525,8,20,1,10,12,15,5,2,20,10,1,10,7,30,1,2
4270,4271,15,30,5,5,8,10,5,10,15,10,5,5,15,30,5,2
7070,7071,8,30,1,2,5,10,1,2,20,10,3,2,20,20,3,2
2071,2072,3,30,1,2,5,10,5,2,15,10,1,5,15,10,5,2
844,845,3,10,1,10,5,10,1,2,20,15,1,2,7,10,3,10
2207,2208,3,20,1,2,5,20,5,2,15,10,5,5,20,30,1,5
4137,4138,3,20,5,5,12,10,1,2,7,15,1,2,15,30,5,2
3734,3735,3,20,5,2,8,10,5,10,20,25,3,2,7,30,3,5
1831,1832,15,30,1,10,8,10,5,5,15,15,3,5,15,30,5,10
6804,6805,3,30,3,5,5,15,3,5,20,10,1,2,15,20,3,10
2745,2746,3,10,1,10,5,20,1,5,7,15,5,10,20,30,3,5
5304,5305,3,10,3,5,12,10,5,2,15,25,5,10,15,10,5,5
3274,3275,15,10,3,10,12,20,3,10,20,15,5,2,20,30,5,5
1991,1992,3,20,1,5,12,10,3,2,7,15,3,2,15,10,5,10
7011,7012,8,10,5,5,5,20,1,2,20,15,3,5,7,30,5,5
6241,6242,3,20,5,10,5,20,3,2,20,10,3,10,7,30,5,5
6608,6609,3,30,1,2,5,10,3,10,15,15,5,2,7,10,1,2
7183,7184,15,30,3,2,5,10,5,2,15,10,5,5,15,30,3,2
4403,4404,8,10,1,2,12,20,1,5,15,15,1,10,20,20,5,10
3014,3015,15,20,3,2,12,20,3,10,7,25,3,10,7,20,1,5
5686,5687,8,20,3,5,12,15,1,5,7,10,3,5,7,30,1,5
412,413,15,10,3,10,12,10,3,2,15,15,5,2,15,20,5,5
6619,6620,3,20,1,2,12,10,5,10,20,15,3,5,7,30,5,5
691,692,15,10,1,10,12,15,3,5,7,15,5,5,7,10,3,2
6297,6298,8,10,1,5,5,15,5,10,7,25,5,10,15,20,1,5
1611,1612,3,30,5,2,12,10,3,10,20,15,5,10,15,20,3,5
3493,3494,3,30,3,2,12,20,1,5,7,15,1,2,15,20,3,2
6546,6547,8,30,3,10,12,20,5,2,20,10,5,10,15,10,5,5
490,491,15,20,3,2,12,20,5,10,20,10,1,10,20,30,1,10
3079,3080,3,30,1,10,8,10,1,5,20,25,3,5,7,10,5,2
3076,3077,15,10,1,2,5,20,3,5,15,25,3,5,20,20,1,5
1775,1776,8,30,3,2,5,20,5,5,15,10,3,5,20,10,3,2
4943,4944,8,10,5,5,12,20,5,2,7,10,5,5,7,10,3,5
1028,1029,15,10,1,5,5,20,3,10,7,25,3,2,7,30,5,5
6235,6236,3,30,3,10,8,20,5,5,7,15,5,2,7,10,5,2
2492,2493,3,30,3,5,5,10,3,10,15,25,5,10,20,30,3,5
7285,7286,15,30,1,10,8,15,1,2,15,10,3,5,20,10,5,10
6713,6714,15,20,3,2,12,20,1,5,20,25,1,5,7,20,3,5
7575,7576,8,20,3,2,8,10,1,5,15,25,1,10,20,20,1,10
6305,6306,8,30,1,10,12,10,5,5,7,25,1,5,7,20,5,5
2611,2612,8,10,5,2,5,15,1,2,15,10,3,10,7,20,3,2
6017,6018,15,10,3,10,12,15,1,10,7,15,3,5,15,30,1,10
5717,5718,3,10,5,5,12,15,3,10,20,10,5,5,15,10,5,2
5100,5101,3,20,3,2,12,20,1,2,15,10,5,10,15,10,5,2
1219,1220,15,10,3,10,8,20,5,5,15,25,3,5,20,10,1,10
2899,2900,8,20,5,2,8,20,3,2,20,10,3,2,15,10,1,5
1258,1259,8,20,1,5,12,15,3,2,7,15,5,5,7,30,5,5
1049,1050,15,30,5,5,12,10,3,5,15,10,3,2,7,20,5,5
5407,5408,15,20,1,2,8,15,5,5,15,15,3,5,15,20,1,5
3452,3453,15,20,1,10,8,20,3,10,20,10,3,5,20,30,5,10
3791,3792,3,10,3,10,12,15,5,2,15,15,5,2,7,10,5,10
1985,1986,3,10,1,5,12,15,5,5,15,10,1,2,20,20,3,10
41,42,8,30,3,10,12,20,5,2,15,25,5,10,15,30,5,5
5936,5937,8,30,1,10,12,15,1,5,15,25,1,2,20,20,3,10
1588,1589,8,10,1,5,5,15,3,2,15,10,1,10,7,30,3,2
1597,1598,15,20,3,2,5,10,5,10,7,15,1,2,7,10,5,2
501,502,3,30,1,5,5,10,3,5,7,15,3,5,7,20,5,2
1320,1321,8,30,5,2,5,10,5,2,7,25,3,5,15,10,5,2
897,898,15,30,5,2,12,20,3,2,20,15,3,10,15,30,3,5
4346,4347,3,20,5,10,8,20,1,2,7,10,3,2,20,30,3,5
6319,6320,15,10,1,10,12,10,3,5,20,10,5,2,20,30,1,5
3040,3041,8,20,3,5,5,15,1,10,15,25,5,2,7,10,3,2
5167,5168,8,10,1,2,12,20,5,10,20,15,5,5,20,10,1,10
3539,3540,8,20,1,10,5,20,1,10,20,15,3,10,7,20,1,10
4940,4941,3,30,3,5,8,15,1,5,15,15,3,5,15,10,1,2
604,605,15,30,3,10,5,10,3,2,20,15,3,2,15,30,1,10
5481,5482,3,20,1,5,12,15,1,10,15,15,5,5,7,20,3,2
5984,5985,8,10,5,2,5,10,5,2,7,15,3,2,7,20,3,5
7357,7358,3,20,1,10,5,20,3,2,7,15,1,2,7,20,3,10
7196,7197,3,30,1,10,12,15,3,2,7,15,3,10,15,10,5,10
350,351,8,20,5,2,5,10,1,10,20,15,1,10,20,10,5,2
741,742,8,10,3,5,5,20,5,2,7,10,3,2,20,30,1,2
4190,4191,3,20,5,2,12,15,5,10,20,15,1,5,20,20,5,5
1201,1202,15,10,5,10,8,20,1,2,7,25,3,2,20,10,5,5
1949,1950,3,20,3,5,8,10,3,2,7,10,1,5,15,30,5,5
448,449,8,10,3,5,8,15,3,5,20,15,5,2,7,10,1,10
428,429,3,20,3,5,8,10,5,10,7,25,5,2,20,30,3,10
34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5639,5640,15,10,5,10,5,20,5,5,15,15,5,2,7,30,5,10
1108,1109,3,20,3,2,5,15,1,2,7,10,1,10,20,10,3,2
1207,1208,8,10,1,10,8,20,3,10,15,10,5,2,15,30,5,2
3997,3998,15,10,1,10,5,20,5,10,20,15,1,10,20,30,1,5
287,288,15,10,5,5,12,10,5,10,15,10,1,10,20,10,1,2
6741,6742,3,10,5,2,12,10,5,5,15,10,1,5,7,10,1,10
7018,7019,8,20,5,2,5,15,1,2,20,10,3,2,15,10,1,10
37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,1608,3,30,1,5,12,10,3,2,15,10,3,2,15,20,5,2
3663,3664,8,10,1,2,12,20,5,5,20,10,3,2,7,30,5,5
1694,1695,15,10,3,2,5,15,3,5,20,15,1,10,15,10,1,10
70,71,8,10,5,2,12,15,3,5,15,10,3,2,20,30,1,2
3970,3971,15,10,3,5,5,10,1,10,20,10,3,2,15,30,3,5
1174,1175,3,10,1,10,12,20,5,5,15,25,5,5,7,10,1,10
2278,2279,15,30,5,10,12,15,1,10,7,10,5,10,20,30,5,2
3067,3068,8,30,5,2,12,10,1,5,15,25,1,10,20,10,3,5
4982,4983,3,10,5,5,12,15,5,2,20,25,1,10,20,30,1,10
5163,5164,8,20,1,2,5,10,5,10,15,10,5,2,7,10,1,5
4186,4187,3,10,1,2,12,15,1,2,15,15,3,2,20,20,3,2
2194,2195,8,20,5,2,12,15,3,2,20,25,1,5,20,10,1,10
7115,7116,8,10,3,5,12,20,1,10,20,25,5,2,20,30,3,2
1968,1969,3,10,3,5,12,20,3,5,7,25,5,10,20,10,5,10
5689,5690,3,20,1,10,8,20,5,10,15,15,1,2,7,30,1,5
2067,2068,8,10,1,5,12,15,3,2,20,10,1,5,7,30,5,2
7132,7133,8,10,3,5,8,20,5,5,7,10,3,2,15,20,1,10
2708,2709,15,20,3,10,5,20,1,2,15,10,5,5,20,10,1,2
349,350,15,10,3,10,12,20,5,5,7,10,3,10,7,30,5,10
7418,7419,8,10,3,2,8,15,3,5,7,15,3,5,7,20,3,10
5834,5835,3,20,1,10,5,15,1,5,20,10,5,2,15,20,5,2
5945,5946,3,20,1,5,5,10,1,10,20,10,5,2,7,30,3,10
1150,1151,3,30,1,5,12,15,3,10,7,15,1,2,7,30,1,5
3064,3065,3,30,5,10,5,20,1,2,15,10,3,5,20,10,1,5
5042,5043,8,10,5,2,12,15,5,5,20,10,1,10,20,30,3,10
2251,2252,15,20,1,10,5,15,3,2,7,25,5,5,20,20,3,5
2282,2283,3,30,3,10,12,10,5,2,20,15,5,5,15,20,5,2
2613,2614,3,30,5,5,5,15,1,5,7,10,5,5,15,30,5,2
2739,2740,8,30,5,2,12,15,3,5,20,10,1,2,20,30,3,10
6394,6395,15,10,1,10,12,20,1,5,15,25,3,5,20,30,5,10
87,88,8,30,1,10,12,10,5,5,15,25,1,10,20,20,1,10
5649,5650,15,30,3,5,5,10,5,2,20,15,5,2,20,10,5,10
6152,6153,15,20,1,5,8,10,5,2,20,25,1,10,7,30,5,10
1659,1660,8,30,5,10,12,20,1,5,15,25,3,5,15,20,5,2
1990,1991,15,20,1,10,5,15,5,2,7,25,5,5,20,10,3,5
4557,4558,8,10,3,2,12,10,3,10,7,15,5,10,20,20,1,5
4075,4076,8,20,1,2,12,20,3,5,7,15,5,5,7,10,5,10
5673,5674,3,30,5,2,5,10,3,10,15,10,1,10,7,30,3,5
3629,3630,15,10,1,10,5,15,1,5,7,25,1,2,20,20,5,2
4457,4458,15,10,3,2,5,20,5,5,20,10,1,10,7,10,5,2
3348,3349,3,30,5,2,12,15,1,5,20,10,3,10,20,30,3,10
7252,7253,15,20,5,2,8,15,3,2,7,25,5,5,15,30,5,5
3241,3242,8,30,5,2,12,10,5,10,15,15,5,10,7,30,3,5
277,278,8,10,3,10,12,10,1,5,15,25,3,10,20,10,1,2
7205,7206,15,20,3,10,8,15,1,2,20,15,3,2,20,20,3,2
3214,3215,8,20,5,2,12,15,5,10,7,10,5,10,20,20,3,5
7203,7204,8,30,3,2,5,10,3,10,20,15,1,5,20,20,3,5
2231,2232,3,20,3,2,5,20,3,10,15,10,5,2,15,20,3,5
2233,2234,8,30,1,2,5,15,1,10,7,15,3,10,20,30,1,10
2699,2700,15,30,3,10,12,15,5,5,7,15,1,10,7,10,5,5
2190,2191,15,10,3,10,5,15,5,10,15,10,1,2,7,20,3,10
4657,4658,8,10,1,5,12,20,3,5,7,15,1,10,15,20,1,10
500,501,8,20,5,10,5,20,1,5,15,15,3,2,20,10,1,2
1508,1509,8,20,5,10,12,10,5,2,7,10,5,5,20,10,5,10
3574,3575,8,30,1,10,5,15,1,2,15,25,5,5,7,30,3,10
5342,5343,8,10,3,2,5,20,5,2,15,15,3,2,7,30,3,10
978,979,8,10,1,2,12,20,3,2,7,10,1,10,7,10,1,10
6846,6847,15,20,5,2,5,20,3,2,15,10,5,5,15,10,1,10
1321,1322,15,20,3,10,5,20,1,5,7,25,3,10,20,30,1,2
3632,3633,3,20,1,2,12,15,5,2,20,15,1,2,20,30,1,10
3571,3572,8,10,3,2,8,10,1,5,20,15,5,10,20,20,5,10
2675,2676,15,30,3,5,12,10,1,5,7,10,5,10,20,30,5,10
1423,1424,8,20,5,10,5,15,1,10,20,25,5,5,15,10,5,10
5131,5132,15,10,1,2,12,10,5,2,20,15,3,10,15,20,3,5
6383,6384,8,20,3,2,5,20,5,2,7,15,5,10,15,10,3,10
984,985,8,30,1,10,8,15,5,5,20,25,5,2,15,30,1,10
6098,6099,3,30,5,5,12,20,5,5,20,15,5,5,20,30,3,2
1269,1270,8,30,5,5,12,10,1,10,7,10,3,2,20,30,1,5
914,915,15,20,1,10,12,10,5,10,7,10,5,5,20,30,3,10
3367,3368,8,10,5,5,5,15,5,10,20,25,5,10,15,30,1,5
7128,7129,15,30,5,2,5,15,3,5,7,15,5,5,15,30,3,10
6097,6098,8,20,3,10,5,10,5,2,20,15,3,10,15,30,3,10
4792,4793,3,20,1,10,5,10,5,10,7,25,1,2,15,10,5,5
3623,3624,15,10,3,5,12,20,5,10,7,25,5,5,20,10,1,10
1830,1831,15,30,3,5,8,20,5,5,7,15,3,5,7,10,1,2
3614,3615,3,10,3,10,8,10,1,10,20,10,1,10,15,20,3,5
2600,2601,15,30,3,5,5,20,5,5,15,15,5,2,15,10,1,10
2570,2571,15,20,3,5,12,20,1,10,20,10,3,2,15,10,5,2
6724,6725,3,20,5,10,12,10,1,2,20,10,5,10,7,20,5,5
961,962,8,20,1,2,5,20,1,2,15,25,5,5,15,10,3,10
6100,6101,3,10,5,2,12,15,5,5,15,10,1,10,15,30,1,2
2986,2987,15,10,3,10,5,15,5,5,7,25,1,10,7,10,1,5
3584,3585,8,20,3,5,12,10,5,5,15,25,3,2,7,10,1,5
6712,6713,15,30,3,2,8,20,1,5,15,25,1,5,7,10,3,2
6455,6456,3,10,1,5,8,15,3,5,20,15,3,10,20,20,1,2
6753,6754,3,30,3,10,12,15,1,5,7,25,3,2,7,20,3,5
4839,4840,15,10,5,5,8,10,1,5,15,10,3,2,20,10,5,2
2367,2368,8,20,1,5,8,15,3,10,20,10,5,5,20,30,3,2
3006,3007,8,20,5,5,12,15,5,2,7,10,1,2,7,30,5,5
6685,6686,15,30,3,5,5,20,5,2,7,25,1,10,15,30,3,5
6202,6203,8,10,5,5,5,10,5,5,15,15,3,10,15,20,5,5
688,689,3,30,1,5,8,15,1,5,7,10,3,10,7,30,3,2
6108,6109,3,30,3,10,5,10,3,5,15,10,3,10,15,10,3,10
5379,5380,15,20,1,2,8,20,5,10,15,15,5,5,7,20,5,10
4673,4674,3,10,3,2,5,10,5,5,20,15,1,10,15,20,1,5
6159,6160,8,30,5,10,12,10,5,10,20,15,3,2,15,30,5,5
5526,5527,8,20,5,2,5,10,1,5,15,15,1,2,7,10,3,2
7516,7517,15,10,1,2,8,10,3,2,15,15,3,5,7,30,3,5
6193,6194,15,10,5,10,12,10,5,2,15,25,5,10,15,20,3,5
2165,2166,8,30,3,5,12,10,3,2,15,10,1,10,7,20,3,10
3993,3994,15,10,5,2,8,20,3,2,20,15,3,5,15,20,3,10
3537,3538,3,10,5,10,8,15,5,10,7,25,5,2,15,10,5,2
3606,3607,15,30,5,2,5,20,1,5,15,15,3,5,7,30,1,2
7448,7449,15,20,3,2,5,15,3,2,15,15,3,5,15,10,5,10
5964,5965,15,20,3,10,5,10,3,10,15,25,3,2,20,20,3,5
1145,1146,8,20,5,2,8,10,3,10,7,25,1,10,7,30,5,5
5882,5883,8,30,5,2,8,15,3,5,20,10,3,10,20,30,5,5
2813,2814,3,20,3,5,12,20,1,5,7,10,5,10,7,20,3,10
3370,3371,3,10,5,2,5,15,1,10,7,25,1,5,15,10,1,5
