GROUP_EXPERIMENT,AB_GROUP,participant,PROLIFIC_PID,SOURCE_FILE,Trial,trial_rank,n_trials_participant,Choice,TrialDuration,Bus_cost,metro_cost,RH_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_travel_time,metro_Comfort,metro_CO2,RH_travel_time,RH_Comfort,RH_CO2,trial_101_200,NorTrial_pre,NorTrial_101_200,NorTrial_10
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,183,183,300,2,3.1657,15,12,20,30,3,5,10,1,5,15,3,5,1,0,0.8282828282828283,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,184,184,300,2,3.4841,3,5,15,30,1,5,15,3,10,10,1,5,1,0,0.8383838383838383,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,185,185,300,3,3.5172,8,8,7,20,5,10,20,5,2,15,5,5,1,0,0.8484848484848485,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,186,186,300,2,4.3661,8,8,7,30,5,5,15,5,2,25,1,10,1,0,0.8585858585858586,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,187,187,300,3,2.9634,15,12,7,20,1,2,20,1,5,15,3,5,1,0,0.8686868686868687,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,188,188,300,2,5.7661,15,8,7,10,3,5,10,5,2,15,1,10,1,0,0.8787878787878788,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,189,189,300,2,3.3484,8,8,15,20,3,5,10,1,5,10,5,2,1,0,0.8888888888888888,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,190,190,300,1,2.9661,3,8,7,20,3,5,20,1,10,25,5,5,1,0,0.898989898989899,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,191,191,300,2,3.9993,15,5,20,20,5,2,10,1,5,10,3,5,1,0,0.9090909090909091,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,192,192,300,2,6.2993,15,8,20,10,5,10,10,1,10,15,3,5,1,0,0.9191919191919192,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,193,193,300,1,14.5658,3,12,15,10,3,2,20,5,10,25,1,5,1,0,0.9292929292929293,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,194,194,300,3,3.8996,15,12,7,20,3,10,20,5,10,10,1,10,1,0,0.9393939393939394,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,195,195,300,3,4.6667,8,8,7,30,5,2,20,3,2,25,5,10,1,0,0.9494949494949495,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,196,196,300,2,6.3319,15,12,20,30,3,2,15,3,2,10,1,5,1,0,0.9595959595959596,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,197,197,300,2,2.9315,15,5,7,30,1,2,10,3,2,15,5,5,1,0,0.9696969696969697,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,198,198,300,1,3.7159,8,12,15,10,5,5,15,5,10,25,1,5,1,0,0.9797979797979798,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,199,199,300,1,4.6331,8,8,7,10,3,5,20,3,2,15,1,10,1,0,0.98989898989899,0
BAB_U,AB_U,68,6978c27699b03621e7f724f6,301_6978c27699b03621e7f724f6.csv,200,200,300,2,5.049,15,5,7,10,1,2,15,1,5,15,1,5,1,0,1,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,1,1,300,2,21.664,15,8,20,30,5,2,10,3,10,10,1,5,0,0,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,2,2,300,2,6.598,15,5,15,20,1,5,20,3,5,10,1,2,0,0.010101010101010102,0,0.1111111111111111
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,3,3,300,2,3.234,15,5,15,20,3,5,20,1,5,10,1,2,0,0.020202020202020204,0,0.2222222222222222
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,4,4,300,3,12.167,15,5,7,30,3,5,10,3,10,15,5,2,0,0.030303030303030304,0,0.3333333333333333
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,5,5,300,3,4.899,8,12,15,10,3,10,15,3,10,25,3,2,0,0.04040404040404041,0,0.4444444444444444
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,6,6,300,2,11.867,8,5,20,10,1,10,20,3,2,15,1,5,0,0.050505050505050504,0,0.5555555555555556
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,7,7,300,2,11.3,3,8,15,30,1,10,20,3,10,25,1,5,0,0.06060606060606061,0,0.6666666666666666
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,8,8,300,2,8.365,15,12,15,20,5,5,10,3,2,25,1,2,0,0.0707070707070707,0,0.7777777777777778
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,9,9,300,3,4.235,15,12,7,30,1,5,15,3,2,25,1,2,0,0.08080808080808081,0,0.8888888888888888
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,10,10,300,3,4.165,8,8,7,20,1,5,10,1,5,15,3,2,0,0.09090909090909091,0,1
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,11,11,300,2,5.766,15,5,15,20,5,2,20,1,10,15,5,5,0,0.10101010101010101,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,12,12,300,2,4.066,3,5,20,30,3,5,15,3,10,10,5,2,0,0.1111111111111111,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,13,13,300,2,2.932,3,5,15,20,5,10,10,5,5,10,5,10,0,0.12121212121212122,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,14,14,300,3,2.999,3,12,15,20,5,10,10,3,2,10,3,10,0,0.13131313131313133,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,15,15,300,2,11.399,15,12,20,10,1,10,20,1,10,15,1,10,0,0.1414141414141414,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,16,16,300,2,28.165,3,12,20,20,5,10,20,5,10,10,3,2,0,0.15151515151515152,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,17,17,300,2,7.965,8,5,15,30,5,5,10,5,2,10,1,2,0,0.16161616161616163,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,18,18,300,2,3.567,8,5,20,30,5,2,20,1,5,25,1,2,0,0.1717171717171717,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,19,19,300,3,5.534,3,12,15,30,1,10,20,3,2,10,3,2,0,0.18181818181818182,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,20,20,300,3,4.667,3,8,7,30,5,2,15,3,5,10,1,5,0,0.1919191919191919,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,21,21,300,3,6.332,8,5,7,20,1,2,20,5,2,10,1,10,0,0.20202020202020202,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,22,22,300,2,3.233,3,5,20,10,5,2,20,3,2,10,1,10,0,0.21212121212121213,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,23,23,300,2,12.132,8,5,20,10,3,10,15,3,5,10,1,5,0,0.2222222222222222,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,24,24,300,3,7.8,8,12,15,20,5,5,15,3,10,15,3,2,0,0.23232323232323232,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,25,25,300,2,2.767,15,5,15,20,3,10,15,3,2,15,3,10,0,0.24242424242424243,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,26,26,300,2,3.599,8,12,20,30,1,2,10,1,5,15,5,10,0,0.25252525252525254,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,27,27,300,3,5.333,8,8,7,10,3,10,10,1,10,25,3,5,0,0.26262626262626265,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,28,28,300,2,3.032,15,5,20,10,3,5,20,5,2,25,3,5,0,0.2727272727272727,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,29,29,300,2,2.267,3,5,15,10,3,5,10,5,10,15,5,10,0,0.2828282828282828,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,30,30,300,2,2.133,8,8,20,30,5,10,15,5,5,25,5,2,0,0.29292929292929293,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,31,31,300,3,5.332,15,8,7,20,1,2,20,1,2,15,3,10,0,0.30303030303030304,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,32,32,300,3,3.466,15,12,15,10,1,2,20,1,5,25,3,10,0,0.31313131313131315,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,33,33,300,3,5.133,15,12,15,10,5,5,10,1,5,15,3,10,0,0.32323232323232326,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,34,34,300,3,4.632,15,12,15,30,3,10,20,5,5,15,1,2,0,0.3333333333333333,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,35,35,300,2,3.599,3,12,20,20,1,10,10,3,5,15,1,10,0,0.3434343434343434,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,36,36,300,3,3.099,8,12,15,30,5,10,10,5,10,25,5,2,0,0.35353535353535354,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,37,37,300,2,4.767,8,5,20,10,3,2,10,1,2,25,3,2,0,0.36363636363636365,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,38,38,300,3,2.999,8,5,7,10,1,2,10,3,2,25,3,2,0,0.37373737373737376,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,39,39,300,2,2.1,3,5,15,10,5,5,20,1,10,25,3,2,0,0.3838383838383838,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,40,40,300,2,2.431,8,8,15,30,5,10,20,1,5,10,1,2,0,0.3939393939393939,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,41,41,300,2,1.567,15,5,20,10,1,2,15,5,5,15,3,2,0,0.40404040404040403,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,42,42,300,3,2.064,3,8,7,10,5,10,20,5,10,10,3,5,0,0.41414141414141414,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,43,43,300,3,1.766,3,8,7,30,3,10,20,1,2,25,3,10,0,0.42424242424242425,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,44,44,300,2,2.233,8,5,20,10,1,2,10,1,10,25,3,10,0,0.43434343434343436,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,45,45,300,2,1.699,8,8,15,20,1,5,20,3,5,25,5,2,0,0.4444444444444444,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,46,46,300,3,2.998,15,12,15,30,3,10,10,1,5,10,1,5,0,0.45454545454545453,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,47,47,300,3,2.366,3,5,7,10,1,10,15,5,5,25,1,2,0,0.46464646464646464,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,48,48,300,1,7.599,3,12,20,20,5,5,20,5,10,10,3,5,0,0.47474747474747475,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,49,49,300,3,4.6,15,12,15,20,3,5,20,3,5,10,3,10,0,0.48484848484848486,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,50,50,300,3,5.833,3,8,7,30,5,10,15,3,10,10,3,2,0,0.494949494949495,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,51,51,300,3,4.199,3,8,7,10,5,10,20,5,5,10,5,10,0,0.5050505050505051,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,52,52,300,2,2.431,15,5,15,20,5,10,10,1,2,10,5,2,0,0.5151515151515151,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,53,53,300,2,3.133,8,12,20,10,5,10,15,3,5,10,3,2,0,0.5252525252525253,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,54,54,300,3,2.766,15,5,7,20,3,10,15,5,10,25,5,2,0,0.5353535353535354,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,55,55,300,2,2.131,15,8,20,30,5,2,20,3,2,25,5,2,0,0.5454545454545454,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,56,56,300,2,2.6,8,5,15,10,3,2,10,3,2,15,1,10,0,0.5555555555555556,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,57,57,300,2,2.566,8,8,20,20,3,2,15,5,2,15,3,5,0,0.5656565656565656,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,58,58,300,2,3.999,8,12,20,20,3,10,15,5,10,15,5,2,0,0.5757575757575758,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,59,59,300,2,2.466,8,8,15,10,5,2,15,1,2,10,5,10,0,0.5858585858585859,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,60,60,300,3,3.001,15,5,20,20,1,2,15,1,5,15,1,5,0,0.5959595959595959,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,61,61,300,3,13.2,15,5,7,30,3,10,10,5,5,25,3,5,0,0.6060606060606061,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,62,62,300,3,2.632,8,8,7,20,1,10,10,3,10,25,5,10,0,0.6161616161616161,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,63,63,300,3,3.634,15,5,7,20,3,5,15,5,2,10,1,10,0,0.6262626262626263,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,64,64,300,2,2.033,15,5,20,10,3,2,10,5,5,10,1,10,0,0.6363636363636364,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,65,65,300,2,3.066,15,8,20,30,5,10,10,3,10,15,3,10,0,0.6464646464646465,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,66,66,300,2,2.199,8,12,20,30,5,2,15,3,10,15,3,5,0,0.6565656565656566,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,67,67,300,2,2.4,8,5,15,30,3,5,15,5,5,10,1,5,0,0.6666666666666666,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,68,68,300,2,1.466,8,5,15,20,5,10,15,5,2,25,1,2,0,0.6767676767676768,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,69,69,300,2,2.366,15,8,15,20,5,10,10,1,5,10,1,10,0,0.6868686868686869,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,70,70,300,3,3.832,3,12,15,10,5,5,10,1,5,10,3,10,0,0.696969696969697,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,71,71,300,2,4.966,15,8,15,20,1,5,10,3,10,25,3,5,0,0.7070707070707071,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,72,72,300,2,2.566,15,8,20,30,3,10,20,5,2,15,3,10,0,0.7171717171717171,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,73,73,300,2,2.666,8,8,15,10,3,2,20,3,5,10,3,5,0,0.7272727272727273,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,74,74,300,2,2.1,15,5,20,30,5,5,20,5,10,25,3,2,0,0.7373737373737373,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,75,75,300,2,2.366,3,5,20,30,3,10,10,3,10,25,1,2,0,0.7474747474747475,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,76,76,300,3,2.433,15,8,7,30,1,10,15,5,10,15,3,5,0,0.7575757575757576,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,77,77,300,2,1.666,8,12,20,20,5,2,15,3,5,25,5,5,0,0.7676767676767676,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,78,78,300,3,3.433,8,12,7,30,3,2,10,1,2,15,1,10,0,0.7777777777777778,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,79,79,300,3,2.099,3,8,7,20,1,2,15,3,2,10,3,10,0,0.7878787878787878,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,80,80,300,2,2.966,3,5,20,30,5,2,15,1,5,15,3,10,0,0.797979797979798,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,81,81,300,3,6.266,15,12,15,10,1,5,15,3,10,25,3,10,0,0.8080808080808081,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,82,82,300,1,11.299,3,12,20,10,1,5,20,5,10,15,3,5,0,0.8181818181818182,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,83,83,300,2,2.3,15,5,15,20,3,10,10,5,2,15,5,5,0,0.8282828282828283,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,84,84,300,3,2.333,15,5,7,20,1,10,15,1,10,10,5,5,0,0.8383838383838383,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,85,85,300,3,2.4,15,12,7,10,1,10,10,5,2,25,3,2,0,0.8484848484848485,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,86,86,300,3,1.667,3,8,7,10,1,5,20,1,10,10,5,10,0,0.8585858585858586,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,87,87,300,2,3.933,3,5,20,10,5,10,10,5,2,15,5,2,0,0.8686868686868687,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,88,88,300,3,2.765,8,12,7,10,1,5,20,1,5,25,3,2,0,0.8787878787878788,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,89,89,300,3,2.199,8,8,7,20,5,10,15,1,2,10,3,5,0,0.8888888888888888,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,90,90,300,2,6.2,3,5,20,30,3,2,15,3,10,10,1,10,0,0.898989898989899,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,91,91,300,2,1.999,15,8,20,30,1,10,10,5,10,10,1,2,0,0.9090909090909091,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,92,92,300,2,3.634,3,8,15,20,5,2,10,1,5,25,1,10,0,0.9191919191919192,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,93,93,300,3,2.066,15,8,7,30,1,10,10,3,5,10,1,5,0,0.9292929292929293,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,94,94,300,2,2.399,15,12,15,20,1,5,10,5,10,15,1,10,0,0.9393939393939394,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,95,95,300,2,2.699,3,5,15,20,3,2,15,3,5,10,5,5,0,0.9494949494949495,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,96,96,300,3,6.333,8,5,7,10,3,10,15,1,2,10,1,5,0,0.9595959595959596,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,97,97,300,2,1.733,3,12,20,30,3,2,20,5,5,25,1,10,0,0.9696969696969697,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,98,98,300,3,2.466,3,12,7,30,3,5,15,5,5,15,3,5,0,0.9797979797979798,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,99,99,300,2,2.799,15,8,15,20,5,5,20,1,5,25,1,2,0,0.98989898989899,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,100,100,300,2,2.467,8,8,15,10,5,5,20,1,10,25,3,2,0,1,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,101,101,300,3,2.433,3,12,7,30,3,10,15,5,10,15,3,5,1,0,0,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,102,102,300,2,2.233,8,8,20,10,1,5,20,5,10,25,5,5,1,0,0.010101010101010102,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,103,103,300,2,4.966,15,12,20,10,3,10,20,5,2,15,1,5,1,0,0.020202020202020204,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,104,104,300,2,7.366,8,8,20,10,3,2,20,3,2,25,1,10,1,0,0.030303030303030304,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,105,105,300,2,2.734,8,5,20,10,5,5,15,1,10,15,5,10,1,0,0.04040404040404041,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,106,106,300,2,2.066,8,5,15,10,3,5,15,3,5,15,3,5,1,0,0.050505050505050504,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,107,107,300,1,2.833,3,12,20,20,3,10,20,3,5,25,1,10,1,0,0.06060606060606061,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,108,108,300,3,2.431,8,5,7,10,5,5,20,5,5,25,1,2,1,0,0.0707070707070707,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,109,109,300,2,1.566,8,5,15,10,5,10,20,5,5,25,1,10,1,0,0.08080808080808081,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,110,110,300,2,1.433,8,5,15,30,1,10,15,1,10,25,1,5,1,0,0.09090909090909091,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,111,111,300,3,2.099,15,8,7,10,3,2,15,1,5,10,5,2,1,0,0.10101010101010101,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,112,112,300,3,2.534,15,12,15,20,5,5,15,3,5,15,5,5,1,0,0.1111111111111111,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,113,113,300,2,2.4,3,5,20,20,5,2,15,5,5,10,1,10,1,0,0.12121212121212122,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,114,114,300,2,1.399,3,5,20,30,5,10,20,1,10,10,1,2,1,0,0.13131313131313133,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,115,115,300,2,3.533,15,12,20,10,1,10,20,1,2,10,5,2,1,0,0.1414141414141414,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,116,116,300,2,2.333,15,5,15,30,1,10,20,5,10,10,1,10,1,0,0.15151515151515152,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,117,117,300,2,2.032,15,5,15,30,1,5,10,1,2,15,1,5,1,0,0.16161616161616163,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,118,118,300,3,2.032,15,8,7,20,3,5,10,1,2,15,3,5,1,0,0.1717171717171717,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,119,119,300,2,2.099,8,5,20,30,5,10,20,1,2,25,1,2,1,0,0.18181818181818182,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,120,120,300,2,1.533,15,8,15,20,1,5,20,5,10,15,3,10,1,0,0.1919191919191919,0
BAB_U,AB_U,69,69836a0662aa425db70f19cb,312_69836a0662aa425db70f19cb.csv,121,121,300,2,1.601,8,8,15,10,5,2,20,5,10,25,1,10,1,0,0.20202020202020202,0
